Sales_ID,name,year,selling_price_INR,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,cylinders,displacement,acceleration,weight,,State or Province,Region
2066,BMW,2013,107900000,140000,Diesel,Individual,Automatic,Second_Owner,15.9 kmpl,1995,117 bhp,380Nm@ 1750-2750rpm,5,5,1951,6.7,1429,,Tamil Nadu,South
2067,Tata,2013,21580000,189000,Diesel,Individual,Manual,First_Owner,9.4 kmpl,1248,221 bhp,200Nm@ 1750-3000rpm,5,8,3241,4.4,2365,,Delhi,North
2068,Volkswagen,2014,34113000,90000,Diesel,Individual,Automatic,Second_Owner,18.5 kmpl,1498,85 bhp,250Nm@ 1500-2500rpm,5,4,1506,5.3,1270,,Delhi,North
2069,Hyundai,2014,37350000,56000,Diesel,Individual,Manual,First_Owner,21.8 kmpl,1396,103 bhp,219.6Nm@ 1750-2750rpm,5,4,1286,7.2,1247,,Maharashtra,West
2070,BMW,2012,107900000,140000,Diesel,Individual,Automatic,Second_Owner,8.9 kmpl,1995,248 bhp,380Nm@ 1750-2750rpm,5,8,3030,9.6,2013,,West Bengal,East
2071,Maruti,2016,29133000,60000,Petrol,Individual,Manual,First_Owner,9.4 kmpl,998,288 bhp,90Nm@ 3500rpm,5,8,3134,10.3,1603,,Karnataka,South
2072,Mahindra,2012,45650000,130000,Diesel,Individual,Manual,First_Owner,7.4 kmpl,2179,191 bhp,330Nm@ 1600-2800rpm,7,8,3258,11.6,1962,,Tamil Nadu,South
2073,BMW,2013,107900000,140000,Diesel,Individual,Automatic,Second_Owner,9.4 kmpl,1995,251 bhp,380Nm@ 1750-2750rpm,5,8,3016,5.1,2034,,Maharashtra,West
2074,Nissan,2016,62250000,35000,Diesel,Individual,Manual,First_Owner,14.1 kmpl,1461,134 bhp,200Nm@ 1900rpm,5,5,1890,7,1381,,Maharashtra,West
2075,Nissan,2015,66400000,35000,Diesel,Individual,Manual,First_Owner,20.7 kmpl,1461,102 bhp,200Nm@ 1900rpm,5,4,1302,5.7,1088,,Tamil Nadu,South
2076,Tata,2011,29050000,156000,Diesel,Individual,Manual,First_Owner,13.5 kmpl,2179,150 bhp,320Nm@ 1700-2700rpm,7,6,2896,11.2,1665,,Karnataka,South
2077,Maruti,2013,16600000,90000,Petrol,Individual,Manual,First_Owner,22.0 kmpl,796,89 bhp,69Nm@ 3500rpm,5,4,1352,10,1111,,Maharashtra,West
2078,Tata,2008,12450000,60000,Diesel,Individual,Manual,Third_Owner,21.8 kmpl,1405,83 bhp,"13.5@ 2,500(kgm@ rpm)",5,4,1468,12.3,1289,,Maharashtra,West
2079,Nissan,2016,66400000,36000,Diesel,Individual,Manual,First_Owner,24.8 kmpl,1461,70 bhp,248Nm@ 2250rpm,5,3,824,11.7,811,,West Bengal,East
2080,Hyundai,2017,29050000,20000,Petrol,Individual,Manual,Second_Owner,8.4 kmpl,814,210 bhp,74.5Nm@ 4000rpm,5,8,3761,7.4,2164,,Karnataka,South
2081,Tata,2011,29050000,160000,Diesel,Individual,Manual,First_Owner,7.6 kmpl,2179,221 bhp,320Nm@ 1700-2700rpm,7,8,3677,3.9,2287,,Maharashtra,West
2082,Mahindra,2006,20750000,185000,Diesel,Individual,Manual,First_Owner,7.0 kmpl,2609,262 bhp,"28.3@ 1,700-2,200(kgm@ rpm)",9,8,3911,5.9,1999,,Karnataka,South
2083,Tata,2010,14110000,110000,Diesel,Individual,Manual,Second_Owner,22.4 kmpl,1405,58 bhp,135Nm@ 2500rpm,5,3,985,6.4,817,,Tamil Nadu,South
2084,Renault,2018,32785000,10800,Petrol,Individual,Manual,First_Owner,17.9 kmpl,799,135 bhp,72Nm@ 4386rpm,5,5,1608,9.4,1348,,Delhi,North
2085,Mahindra,2012,37350000,120000,Diesel,Individual,Manual,First_Owner,13.2 kmpl,2523,134 bhp,195Nm@ 1400-2200rpm,7,5,1979,11.2,1453,,Maharashtra,West
2086,Maruti,2019,41500000,15000,Petrol,Individual,Manual,First_Owner,15.0 kmpl,1197,170 bhp,113Nm@ 4200rpm,5,6,2726,7.8,1448,,West Bengal,East
2087,Tata,2012,16600000,67500,Diesel,Individual,Manual,First_Owner,17.2 kmpl,1948,126 bhp,"115@ 2,500(kgm@ rpm)",10,5,1967,10.6,1287,,Tamil Nadu,South
2088,Tata,2017,99600000,30000,Diesel,Individual,Manual,First_Owner,15.6 kmpl,2179,111 bhp,400Nm@ 1750-2500rpm,7,5,1915,7.9,1344,,Karnataka,South
2089,Mahindra,2016,33200000,50000,Diesel,Individual,Manual,First_Owner,10.4 kmpl,1198,262 bhp,190Nm@ 1750-2250rpm,6,8,3774,9,1796,,Tamil Nadu,South
2090,Mahindra,2016,53950000,100000,Diesel,Individual,Manual,First_Owner,20.5 kmpl,1493,76 bhp,240Nm@ 1600-2800rpm,7,4,1311,6,1120,,Maharashtra,West
2091,Mahindra,2016,45650000,150000,Diesel,Individual,Manual,First_Owner,14.1 kmpl,2523,132 bhp,180Nm@ 1440-1500rpm,9,5,1640,11.7,1367,,Karnataka,South
2092,Mahindra,2015,91300000,110000,Diesel,Individual,Manual,First_Owner,15.0 kmpl,2179,135 bhp,330Nm@ 1600-2800rpm,7,5,1917,7,1396,,Delhi,North
2093,Maruti,2012,21164917,30000,Petrol,Individual,Manual,First_Owner,21.3 kmpl,796,78 bhp,69Nm@ 3500rpm,5,3,809,10.6,903,,Tamil Nadu,South
2095,Mahindra,2010,13280000,255000,Diesel,Individual,Manual,Second_Owner,10.2 kmpl,2489,141 bhp,220Nm at 1400-2600 rpm,8,6,2772,10.8,1604,,Maharashtra,West
2097,Maruti,2015,22410000,49900,Petrol,Individual,Manual,Second_Owner,23.2 kmpl,796,67 bhp,69Nm@ 3500rpm,5,3,942,9.6,837,,West Bengal,East
2098,Tata,2012,25730000,86000,Diesel,Individual,Manual,First_Owner,7.2 kmpl,1248,232 bhp,200Nm@ 1750-3000rpm,5,8,3620,6.4,1610,,Karnataka,South
2099,Datsun,2015,18675000,71850,Petrol,Individual,Manual,First_Owner,21.7 kmpl,1198,109 bhp,104Nm@ 4000rpm,5,4,1327,8.6,1242,,Tamil Nadu,South
2122,Honda,2010,29050000,110000,Petrol,Individual,Manual,Third_Owner,10.5 kmpl,1497,160 bhp,146Nm at 4800 rpm,5,6,2667,10.1,1404,,Tamil Nadu,South
2123,Chevrolet,2009,6640000,80000,Petrol,Individual,Manual,Fourth_Above_Owner,22.3 kmpl,995,66 bhp,90.3Nm@ 4200rpm,5,3,911,7,808,,Delhi,North
2154,Chevrolet,2015,20750000,23500,Petrol,Individual,Manual,First_Owner,16.8 kmpl,1199,113 bhp,106.5Nm@ 4400rpm,5,5,1677,12.3,1224,,Delhi,North
2155,Honda,2017,80925000,82000,Diesel,Individual,Manual,First_Owner,16.5 kmpl,1498,115 bhp,200Nm@ 1750rpm,5,5,1953,7.8,1414,,West Bengal,East
2156,Toyota,2014,74700000,100000,Diesel,Individual,Manual,Second_Owner,10.6 kmpl,2494,147 bhp,200Nm@ 1200-3600rpm,8,6,2953,11,1620,,West Bengal,East
2157,Hyundai,2018,50630000,15000,Petrol,Individual,Manual,First_Owner,17.2 kmpl,1197,123 bhp,114.7Nm@ 4000rpm,5,5,1796,7.8,1289,,Maharashtra,West
2158,Maruti,2017,51460000,30000,Diesel,Individual,Manual,First_Owner,20.2 kmpl,1248,79 bhp,190Nm@ 2000rpm,5,3,1057,5.6,967,,Maharashtra,West
2159,Hyundai,2016,33200000,30000,Petrol,Individual,Manual,First_Owner,21.0 kmpl,1197,76 bhp,114Nm@ 4000rpm,5,3,864,6.1,915,,West Bengal,East
2160,Maruti,2019,41500000,11000,Petrol,Individual,Manual,First_Owner,17.0 kmpl,998,137 bhp,90Nm@ 3500rpm,5,5,1668,7.7,1325,,West Bengal,East
2161,Datsun,2017,16600000,140000,Petrol,Individual,Manual,First_Owner,13.9 kmpl,1198,130 bhp,104Nm@ 4000rpm,7,5,1652,7.4,1338,,Karnataka,South
2162,Tata,2016,29880000,110000,Diesel,Individual,Manual,First_Owner,9.8 kmpl,1248,293 bhp,200Nm@ 1750-3000rpm,5,8,3142,4.5,2085,,Delhi,North
2163,Maruti,2012,20916000,48000,Petrol,Individual,Manual,First_Owner,15.3 kmpl,998,100 bhp,90Nm@ 3500rpm,5,4,1503,11,1283,,Maharashtra,West
2164,Maruti,2012,23240000,70000,Diesel,Individual,Manual,Second_Owner,14.5 kmpl,1248,152 bhp,190Nm@ 2000rpm,5,6,2013,12.3,1721,,Delhi,North
2165,Maruti,2018,42329917,70000,Petrol,Individual,Manual,Second_Owner,20.9 kmpl,1197,56 bhp,113Nm@ 4200rpm,5,3,902,11.5,863,,Delhi,North
2177,Hyundai,2010,10873000,80000,Petrol,Individual,Manual,Third_Owner,13.9 kmpl,1086,147 bhp,99.04Nm@ 4500rpm,5,6,2143,6.8,1628,,West Bengal,East
2178,Honda,2016,37350000,85000,Diesel,Individual,Manual,First_Owner,7.3 kmpl,1498,180 bhp,200Nm@ 1750rpm,5,8,3394,10.1,1796,,Karnataka,South
2180,Maruti,2013,16600000,50000,Petrol,Individual,Manual,First_Owner,22.1 kmpl,796,61 bhp,69Nm@ 3500rpm,5,3,940,6.9,998,,Tamil Nadu,South
2181,Maruti,2009,10375000,120000,Petrol,Individual,Manual,Fourth_Above_Owner,10.2 kmpl,1061,286 bhp,84Nm@ 3500rpm,5,8,3079,10.9,2266,,Karnataka,South
2182,Mahindra,2014,41500000,100000,Diesel,Individual,Manual,First_Owner,6.4 kmpl,2523,272 bhp,195Nm@ 1400-2200rpm,7,8,3436,3.9,2237,,Karnataka,South
2183,Maruti,2012,31540000,70000,Diesel,Individual,Manual,Third_Owner,14.8 kmpl,1248,120 bhp,190Nm@ 2000rpm,5,5,1896,7,1319,,Delhi,North
2184,Maruti,2008,10624000,19000,Petrol,Individual,Manual,First_Owner,14.7 kmpl,796,149 bhp,62Nm@ 3000rpm,5,6,2032,9.2,1503,,Karnataka,South
2185,Honda,2009,20750000,68600,Petrol,Individual,Manual,Third_Owner,11.1 kmpl,1497,162 bhp,146Nm at 4800 rpm,5,6,2159,11.8,1798,,Maharashtra,West
2186,Mahindra,2017,57270000,60000,Diesel,Individual,Manual,First_Owner,15.6 kmpl,1493,104 bhp,195Nm@ 1400-2200rpm,7,5,1690,12.2,1419,,Delhi,North
2187,Mahindra,2014,53950000,65000,Diesel,Individual,Manual,Second_Owner,13.7 kmpl,2523,163 bhp,195Nm@ 1400-2200rpm,7,6,2725,10.7,1545,,Maharashtra,West
2188,Honda,2012,46480000,40000,Petrol,Individual,Manual,Second_Owner,16.0 kmpl,1497,121 bhp,146Nm@ 4800rpm,5,5,1833,4.9,1260,,Tamil Nadu,South
2190,Maruti,2016,33200000,25000,Petrol,Individual,Manual,First_Owner,22.0 kmpl,998,64 bhp,90Nm@ 3500rpm,5,3,894,12.1,847,,Delhi,North
2191,Maruti,2012,16600000,29500,Petrol,Individual,Manual,First_Owner,10.1 kmpl,998,213 bhp,90Nm@ 3500rpm,5,8,3542,3.9,1734,,Tamil Nadu,South
2192,Hyundai,2018,78850000,13887,Petrol,Individual,Manual,First_Owner,6.7 kmpl,1591,187 bhp,151Nm@ 4850rpm,5,8,3046,8.7,1980,,Delhi,North
2193,Maruti,2016,24900000,50000,Petrol,Individual,Manual,Second_Owner,11.0 kmpl,796,157 bhp,69Nm@ 3500rpm,5,6,2948,7.3,1798,,West Bengal,East
2194,Renault,2016,26145000,30000,Petrol,Individual,Manual,Second_Owner,18.0 kmpl,799,72 bhp,72Nm@ 4386rpm,5,4,1582,9.3,1241,,Karnataka,South
2195,Maruti,2012,18260000,100000,Petrol,Individual,Manual,First_Owner,10.5 kmpl,796,187 bhp,69Nm@ 3500rpm,5,8,3009,8.2,2229,,West Bengal,East
2196,Chevrolet,2011,10790000,60000,Petrol,Individual,Manual,Second_Owner,16.0 kmpl,1399,126 bhp,127Nm@ 3500rpm,5,5,1794,11.1,1495,,Tamil Nadu,South
2197,Hyundai,2016,49385000,60000,Diesel,Individual,Manual,Second_Owner,19.2 kmpl,1396,92 bhp,219.7Nm@ 1500-2750rpm,5,4,1326,12.9,1203,,Karnataka,South
2198,Tata,2011,9130000,120000,Diesel,Individual,Manual,First_Owner,19.9 kmpl,1405,70 bhp,135.4Nm@ 2500rpm,5,4,1348,7.4,1296,,Delhi,North
2199,Ford,2017,56440000,13500,Petrol,Individual,Manual,First_Owner,11.7 kmpl,1497,202 bhp,150Nm@ 4500rpm,5,8,3648,11.6,2182,,Karnataka,South
2200,Fiat,2013,23240000,52000,Diesel,Individual,Manual,First_Owner,10.1 kmpl,1248,209 bhp,197Nm@ 1750rpm,5,8,3537,6.1,2213,,Maharashtra,West
2201,Maruti,2017,43990000,30000,Petrol,Individual,Manual,Second_Owner,7.3 kmpl,1197,262 bhp,115Nm@ 4000rpm,5,8,3188,7.5,2172,,Karnataka,South
2202,Hyundai,2017,50630000,14000,Petrol,Individual,Manual,First_Owner,13.3 kmpl,1197,129 bhp,114Nm@ 4000rpm,5,5,1712,8.6,1360,,Maharashtra,West
2203,Tata,2014,41500000,90000,Diesel,Individual,Manual,Second_Owner,21.2 kmpl,2179,88 bhp,320Nm@ 1500-3000rpm,7,4,1576,7.7,1185,,Karnataka,South
2204,Tata,2018,41500000,50000,Diesel,Individual,Manual,First_Owner,13.0 kmpl,1047,167 bhp,140Nm@ 1800-3000rpm,5,6,2768,7.6,1724,,Maharashtra,West
2205,Mahindra,2010,20750000,120000,Diesel,Individual,Manual,Second_Owner,13.7 kmpl,2489,133 bhp,220Nm at 1400-2600 rpm,8,5,1705,8.1,1352,,Tamil Nadu,South
2206,Hyundai,2018,26975000,10000,Petrol,Individual,Manual,First_Owner,20.4 kmpl,814,76 bhp,74.5Nm@ 4000rpm,5,3,952,7.9,994,,West Bengal,East
2210,Maruti,2013,29050000,60000,Diesel,Individual,Manual,First_Owner,7.2 kmpl,1248,217 bhp,190Nm@ 2000rpm,5,8,3748,9.2,2134,,Delhi,North
2213,Hyundai,2015,31540000,50000,Petrol,Individual,Automatic,First_Owner,16.9 kmpl,1197,77 bhp,114Nm@ 4000rpm,5,4,1566,10.6,1247,,Karnataka,South
2214,Hyundai,2017,74700000,20000,Petrol,Individual,Manual,First_Owner,14.1 kmpl,1591,106 bhp,151Nm@ 4850rpm,5,5,1632,9.4,1332,,West Bengal,East
2216,Maruti,2016,53120000,40000,Diesel,Individual,Manual,First_Owner,22.0 kmpl,1248,79 bhp,200Nm@ 1750rpm,5,3,1076,11.9,849,,Delhi,North
2243,Maruti,2017,21995000,40000,Petrol,Individual,Manual,Second_Owner,15.4 kmpl,796,118 bhp,59Nm@ 2500rpm,8,5,1977,11.9,1372,,Delhi,North
2244,Hyundai,2011,24900000,138000,Petrol,Individual,Manual,Third_Owner,14.6 kmpl,1197,110 bhp,"11.4 kgm at 4,000 rpm",5,5,1687,9.1,1381,,Maharashtra,West
2245,Maruti,2015,23240000,80000,Petrol,Individual,Manual,First_Owner,14.3 kmpl,796,173 bhp,69Nm@ 3500rpm,5,6,2180,4.3,1548,,Tamil Nadu,South
2246,Hyundai,2005,10790000,50000,Petrol,Individual,Manual,Second_Owner,11.7 kmpl,1341,176 bhp,115Nm@ 3200rpm,5,6,2720,5.2,1536,,Tamil Nadu,South
2247,Chevrolet,2015,29050000,50000,Petrol,Individual,Manual,First_Owner,15.8 kmpl,1199,117 bhp,108.5Nm@ 5000rpm,5,5,1810,11.2,1264,,West Bengal,East
2248,Maruti,2009,16600000,120000,Petrol,Individual,Manual,First_Owner,21.3 kmpl,1197,64 bhp,114Nm@ 4000rpm,5,3,1010,10,956,,Tamil Nadu,South
2249,Maruti,2018,45650000,24400,Petrol,Individual,Manual,First_Owner,16.2 kmpl,1197,86 bhp,113Nm@ 4200rpm,5,4,1564,11.6,1091,,Karnataka,South
2250,Mahindra,2013,33200000,60000,Diesel,Individual,Manual,Second_Owner,21.8 kmpl,2523,108 bhp,195Nm@ 1400-2200rpm,7,4,1249,10.7,1045,,Tamil Nadu,South
2251,Maruti,2010,14110000,120000,Petrol,Individual,Manual,Second_Owner,11.8 kmpl,1197,192 bhp,114Nm@ 4000rpm,5,8,3267,7.6,2048,,West Bengal,East
2252,Hyundai,2015,49800000,60000,Diesel,Individual,Manual,Second_Owner,8.2 kmpl,1396,257 bhp,219.7Nm@ 1750-2750rpm,5,8,3897,5.8,1857,,Tamil Nadu,South
2253,Maruti,2011,10790000,100000,Petrol,Individual,Manual,Second_Owner,20.1 kmpl,796,72 bhp,62Nm@ 3000rpm,5,4,1529,7.6,1260,,Karnataka,South
2255,Maruti,2011,8300000,120000,Petrol,Individual,Manual,Second_Owner,13.6 kmpl,796,118 bhp,59Nm@ 2500rpm,4,5,1993,9.6,1498,,Maharashtra,West
2256,Renault,2016,25730000,27500,Petrol,Individual,Manual,First_Owner,14.4 kmpl,799,137 bhp,72Nm@ 4386rpm,5,5,1879,7.4,1244,,West Bengal,East
2257,Maruti,2007,2905000,10000,Petrol,Individual,Manual,First_Owner,14.9 kmpl,796,140 bhp,59Nm@ 2500rpm,4,6,2188,5.7,1721,,Maharashtra,West
2258,Hyundai,2010,16600000,120000,Petrol,Individual,Manual,Third_Owner,12.3 kmpl,1197,177 bhp,"11.4 kgm at 4,000 rpm",5,6,2414,9.6,1499,,Maharashtra,West
2260,Hyundai,2015,53950000,80000,Diesel,Individual,Manual,First_Owner,10.1 kmpl,1396,282 bhp,219.7Nm@ 1500-2750rpm,5,8,3423,4.9,1808,,Maharashtra,West
2261,Tata,2013,17430000,120000,Petrol,Individual,Manual,First_Owner,20.3 kmpl,1193,73 bhp,100Nm@ 2700rpm,5,4,1436,8.6,1277,,Delhi,North
2263,Ford,2013,19089917,70000,Diesel,Individual,Manual,First_Owner,15.3 kmpl,1399,116 bhp,160Nm@ 2000rpm,5,5,1677,5.3,1293,,Delhi,North
2276,Ford,2009,11620000,140000,Diesel,Individual,Manual,Second_Owner,17.4 kmpl,1399,104 bhp,160Nm@ 2000rpm,5,4,1427,6.8,1281,,Maharashtra,West
2277,Maruti,2010,10790000,120000,Petrol,Individual,Manual,Third_Owner,23.2 kmpl,796,60 bhp,6.1kgm@ 3000rpm,8,3,874,5.9,882,,West Bengal,East
2278,Maruti,2007,16185000,112880,Diesel,Dealer,Manual,First_Owner,18.3 kmpl,1248,95 bhp,190Nm@ 2000rpm,5,4,1342,5.1,1286,,Karnataka,South
2279,Tata,2013,17430000,135000,Diesel,Dealer,Manual,Second_Owner,20.5 kmpl,1405,78 bhp,135.4Nm@ 2500rpm,5,3,978,7.8,931,,Karnataka,South
2289,Hyundai,2011,20750000,35000,Petrol,Individual,Manual,First_Owner,14.2 kmpl,1495,148 bhp,124.6Nm@ 3500rpm,5,6,2072,11.4,1753,,Tamil Nadu,South
2291,Maruti,2006,20750000,70000,Petrol,Individual,Manual,First_Owner,10.5 kmpl,998,178 bhp,90Nm@ 3500rpm,5,6,2018,7.3,1583,,West Bengal,East
2310,Maruti,2019,40670000,10000,Petrol,Individual,Manual,First_Owner,11.4 kmpl,1197,196 bhp,113Nm@ 4200rpm,5,8,3754,7.8,1921,,Delhi,North
2311,Hyundai,2009,12450000,80000,Petrol,Individual,Manual,Second_Owner,17.4 kmpl,1197,79 bhp,111.8Nm@ 4000rpm,5,4,1242,6.2,1068,,Maharashtra,West
2312,Maruti,2013,49800000,184000,Diesel,Individual,Manual,First_Owner,21.4 kmpl,1248,105 bhp,200Nm@ 1750rpm,7,4,1403,11.5,1037,,Tamil Nadu,South
2313,Maruti,2013,22410000,80000,CNG,Individual,Manual,Second_Owner,20.7 kmpl,998,69 bhp,78Nm@ 3500rpm,5,3,1035,5.9,852,,Karnataka,South
2314,Maruti,2005,4980000,70000,Petrol,Individual,Manual,Second_Owner,11.6 kmpl,993,133 bhp,78Nm@ 4500rpm,5,6,2184,7.6,1629,,Delhi,North
2315,Maruti,2008,12450000,89000,Petrol,Individual,Manual,Second_Owner,22.2 kmpl,1586,61 bhp,"145@ 4,100(kgm@ rpm)",5,3,937,7.3,962,,Delhi,North
2316,Honda,2014,27805000,33033,Petrol,Dealer,Manual,First_Owner,14.3 kmpl,1198,174 bhp,109Nm@ 4500rpm,5,6,2419,7.6,1495,,Maharashtra,West
2317,Maruti,2013,43575000,69000,Diesel,Individual,Manual,Second_Owner,24.1 kmpl,1248,58 bhp,190Nm@ 2000rpm,5,3,976,6,842,,Karnataka,South
2318,Hyundai,2015,38595000,63063,Petrol,Dealer,Automatic,First_Owner,13.8 kmpl,1197,165 bhp,114Nm@ 4000rpm,5,6,2288,8.7,1637,,West Bengal,East
2319,Tata,2012,6889000,90000,Diesel,Individual,Manual,Second_Owner,20.7 kmpl,1396,69 bhp,140Nm@ 1800-3000rpm,5,3,887,11.4,939,,Delhi,North
2320,Hyundai,2017,24900000,8000,Petrol,Individual,Manual,First_Owner,11.8 kmpl,814,155 bhp,74.5Nm@ 4000rpm,5,6,2662,8.1,1513,,Maharashtra,West
2321,Hyundai,2012,29050000,35000,Petrol,Individual,Manual,First_Owner,24.6 kmpl,1197,73 bhp,"11.4 kgm at 4,000 rpm",5,3,1165,5.6,856,,West Bengal,East
2322,Hyundai,2011,24900000,45000,Petrol,Individual,Manual,First_Owner,16.9 kmpl,1197,97 bhp,"11.4 kgm at 4,000 rpm",5,4,1537,8.1,1146,,Karnataka,South
2323,Fiat,2011,20750000,30000,Diesel,Individual,Manual,First_Owner,6.5 kmpl,1248,281 bhp,209Nm@ 2000rpm,5,8,3874,8.2,2322,,Delhi,North
2324,Maruti,2006,9544917,59000,Petrol,Individual,Manual,Second_Owner,23.5 kmpl,796,78 bhp,59Nm@ 2500rpm,4,3,1130,8.8,922,,West Bengal,East
2325,Maruti,2018,58100000,6200,Petrol,Individual,Manual,First_Owner,9.1 kmpl,1462,257 bhp,138Nm@ 4400rpm,7,8,3162,8.2,2296,,West Bengal,East
2326,Maruti,2020,20750000,120000,Petrol,Individual,Manual,Second_Owner,15.7 kmpl,998,91 bhp,90Nm@ 3500rpm,5,4,1233,9.7,1282,,West Bengal,East
2327,Maruti,2016,29050000,70000,Petrol,Individual,Manual,First_Owner,17.2 kmpl,998,96 bhp,90Nm@ 3500rpm,5,4,1486,12.5,1181,,Delhi,North
2328,Maruti,1998,6640000,70000,Petrol,Individual,Manual,First_Owner,14.7 kmpl,796,171 bhp,6.1kgm@ 3000rpm,5,6,2338,11,1665,,Delhi,North
2329,Mahindra,2017,70550000,110000,Diesel,Individual,Manual,First_Owner,8.8 kmpl,2523,288 bhp,200Nm@ 1400-2200rpm,7,8,3821,10.2,1859,,Tamil Nadu,South
2331,Chevrolet,2007,7470000,93000,Petrol,Individual,Manual,Third_Owner,15.2 kmpl,995,105 bhp,90.3Nm@ 4200rpm,5,5,1775,5.7,1399,,Karnataka,South
2332,Chevrolet,2014,49800000,110000,Diesel,Individual,Manual,First_Owner,13.8 kmpl,2499,142 bhp,171Nm@ 1800rpm,10,6,2825,8.7,1726,,Maharashtra,West
2333,Maruti,2007,11205000,57000,Petrol,Individual,Manual,First_Owner,11.1 kmpl,796,278 bhp,62Nm@ 3000rpm,5,8,3939,9.8,2076,,West Bengal,East
2336,Tata,2012,18260000,90000,Diesel,Individual,Manual,First_Owner,24.6 kmpl,1396,69 bhp,140Nm@ 1800-3000rpm,5,3,1042,12.9,869,,Tamil Nadu,South
2339,Hyundai,2018,78518000,60000,Diesel,Individual,Manual,First_Owner,20.4 kmpl,1396,78 bhp,219.7Nm@ 1500-2750rpm,5,3,1121,6.1,998,,Maharashtra,West
2340,Tata,2011,17845000,70000,Diesel,Individual,Manual,First_Owner,18.8 kmpl,1396,80 bhp,140Nm@ 1800-3000rpm,5,4,1439,11,1048,,Tamil Nadu,South
2341,Maruti,1999,4150000,60000,Petrol,Individual,Manual,Fourth_Above_Owner,13.3 kmpl,993,106 bhp,78Nm@ 4500rpm,5,5,1942,8.6,1378,,Delhi,North
2342,Honda,2013,25730000,100000,Diesel,Individual,Manual,First_Owner,21.9 kmpl,1498,79 bhp,200Nm@ 1750rpm,5,3,953,6.6,940,,West Bengal,East
2343,Hyundai,2008,18260000,35000,Petrol,Individual,Manual,First_Owner,7.2 kmpl,1197,180 bhp,111.7Nm@ 4000rpm,5,8,3838,8.2,2486,,Maharashtra,West
2344,Maruti,2008,16185000,90000,Diesel,Individual,Manual,Third_Owner,10.5 kmpl,1248,243 bhp,190Nm@ 2000rpm,5,8,3878,5.4,1896,,Maharashtra,West
2345,Hyundai,2015,53950000,50000,Petrol,Individual,Manual,First_Owner,23.4 kmpl,1197,61 bhp,114.73Nm@ 4000rpm,5,3,914,10,972,,Maharashtra,West
2346,Hyundai,2011,29050000,98000,Petrol,Individual,Manual,First_Owner,9.2 kmpl,1197,267 bhp,"11.4 kgm at 4,000 rpm",5,8,3609,10.2,1934,,Maharashtra,West
2347,Hyundai,2013,29880000,30000,Petrol,Individual,Manual,First_Owner,7.5 kmpl,1197,188 bhp,113.7Nm@ 4000rpm,5,8,3582,4.4,2210,,Maharashtra,West
2348,Hyundai,2013,45650000,50000,Petrol,Individual,Manual,Second_Owner,17.6 kmpl,1797,108 bhp,177.5Nm@ 4700rpm,5,4,1374,11.2,1256,,Tamil Nadu,South
2349,Hyundai,2016,40670000,26000,Petrol,Individual,Manual,First_Owner,15.7 kmpl,1197,109 bhp,114Nm@ 4000rpm,5,5,1967,8.9,1266,,West Bengal,East
2350,Maruti,2011,16185000,46000,Petrol,Individual,Manual,Second_Owner,18.0 kmpl,796,96 bhp,62Nm@ 3000rpm,5,4,1513,5.7,1056,,Delhi,North
2351,Maruti,2010,10375000,80000,Petrol,Individual,Manual,Fourth_Above_Owner,15.4 kmpl,796,101 bhp,62Nm@ 3000rpm,5,5,1871,6.2,1279,,Delhi,North
2352,Tata,2019,38179917,10000,Petrol,Individual,Manual,First_Owner,7.2 kmpl,1199,233 bhp,114Nm@ 3500rpm,5,8,3967,9.1,2336,,Delhi,North
2353,Maruti,2015,22825000,16700,Petrol,Individual,Manual,First_Owner,15.8 kmpl,796,136 bhp,69Nm@ 3500rpm,5,5,1736,8.1,1217,,Delhi,North
2354,Maruti,2018,56440000,70000,Diesel,Individual,Manual,First_Owner,10.3 kmpl,1248,266 bhp,190Nm@ 2000rpm,5,8,3487,10.8,1939,,Tamil Nadu,South
2356,Maruti,2018,59760000,20000,Petrol,Individual,Manual,First_Owner,6.2 kmpl,1197,269 bhp,113Nm@ 4200rpm,5,8,3115,4.5,1868,,Karnataka,South
2358,Renault,2016,29548000,9656,Petrol,Individual,Manual,First_Owner,17.6 kmpl,799,103 bhp,72Nm@ 4386rpm,5,4,1373,12.9,1070,,West Bengal,East
2359,Hyundai,2011,18675000,50000,Petrol,Individual,Manual,First_Owner,17.9 kmpl,1086,86 bhp,99.04Nm@ 4500rpm,5,4,1325,7.5,1151,,Maharashtra,West
2361,Chevrolet,2010,10790000,50000,Petrol,Individual,Manual,First_Owner,13.3 kmpl,995,156 bhp,90.3Nm@ 4200rpm,5,6,2990,5.4,1763,,Karnataka,South
2363,Hyundai,2013,33200000,43000,Petrol,Individual,Manual,Second_Owner,21.5 kmpl,1197,55 bhp,113.7Nm@ 4000rpm,5,3,920,11.7,805,,Delhi,North
2364,Hyundai,2013,45650000,50000,Diesel,Individual,Manual,First_Owner,10.2 kmpl,1396,162 bhp,219.9Nm@ 1750-2750rpm,5,6,2549,8,1407,,Karnataka,South
2366,Mahindra,2012,34029917,100000,Diesel,Individual,Manual,Second_Owner,10.9 kmpl,2498,177 bhp,260 Nm at 1800-2200 rpm,8,6,2589,10.7,1703,,West Bengal,East
